epoch,accuracy,learning_rate,loss,precision,recall,val_accuracy,val_loss,val_macro_f1,val_precision,val_recall
56,0.8142856955528259,9.999999747378752e-05,0.7615250945091248,0.8672199249267578,0.7464285492897034,0.7333333492279053,0.9840591549873352,0.7287093104032996,0.7588235139846802,0.7166666388511658
57,0.8452380895614624,9.999999747378752e-05,0.7091724872589111,0.8983286619186401,0.7678571343421936,0.7166666388511658,0.9963778853416443,0.7119883040935673,0.7530120611190796,0.6944444179534912
58,0.8202381134033203,9.999999747378752e-05,0.7536268830299377,0.8722222447395325,0.7476190328598022,0.7222222089767456,1.0011595487594604,0.7171009967103648,0.7514792680740356,0.7055555582046509
59,0.8321428298950195,4.999999873689376e-05,0.7458535432815552,0.8767123222351074,0.761904776096344,0.75,0.9931773543357849,0.7448767488950139,0.7602339386940002,0.7222222089767456
60,0.8380952477455139,4.999999873689376e-05,0.7344632148742676,0.90055251121521,0.776190459728241,0.7444444298744202,0.9935367107391357,0.7399775533108867,0.7647058963775635,0.7222222089767456
61,0.8500000238418579,4.999999873689376e-05,0.7182732820510864,0.8982118368148804,0.7773809432983398,0.7333333492279053,0.993212878704071,0.7289240913943361,0.7514792680740356,0.7055555582046509
62,0.8333333134651184,4.999999873689376e-05,0.7255620956420898,0.881705641746521,0.7630952596664429,0.7222222089767456,0.985237717628479,0.718358074673864,0.75,0.699999988079071
63,0.8285714387893677,4.999999873689376e-05,0.7326161861419678,0.885200560092926,0.761904776096344,0.7388888597488403,0.9700666666030884,0.7352041847041847,0.7514792680740356,0.7055555582046509
64,0.8404762148857117,4.999999873689376e-05,0.7240511178970337,0.892307698726654,0.7595238089561462,0.7333333492279053,0.9800112247467041,0.7299737943573559,0.75,0.7166666388511658
65,0.8571428656578064,2.499999936844688e-05,0.6956052780151367,0.9184247255325317,0.7773809432983398,0.7333333492279053,0.9785178899765015,0.7299737943573559,0.7529411911964417,0.7111111283302307
66,0.8428571224212646,2.499999936844688e-05,0.7120788097381592,0.8867667317390442,0.773809552192688,0.7333333492279053,0.9788719415664673,0.7299737943573559,0.7529411911964417,0.7111111283302307
67,0.8523809313774109,2.499999936844688e-05,0.7075968384742737,0.8988919854164124,0.7726190686225891,0.7333333492279053,0.9821195006370544,0.7299862818698435,0.761904776096344,0.7111111283302307
68,0.8440476059913635,2.499999936844688e-05,0.7241168022155762,0.883134126663208,0.7916666865348816,0.7388888597488403,0.9887828230857849,0.7358583638583639,0.7678571343421936,0.7166666388511658
69,0.8428571224212646,2.499999936844688e-05,0.7172006368637085,0.8916323781013489,0.773809552192688,0.7333333492279053,0.9913694858551025,0.7299737943573559,0.7529411911964417,0.7111111283302307
70,0.8440476059913635,1.249999968422344e-05,0.7277644276618958,0.8867667317390442,0.773809552192688,0.7333333492279053,0.9872050881385803,0.7299737943573559,0.7529411911964417,0.7111111283302307
71,0.851190447807312,1.249999968422344e-05,0.7107301950454712,0.8986301422119141,0.7809523940086365,0.7388888597488403,0.9862679243087769,0.7356013397109289,0.7664670944213867,0.7111111283302307
72,0.8464285731315613,1.249999968422344e-05,0.7068681716918945,0.8932432532310486,0.7869047522544861,0.7388888597488403,0.983074963092804,0.7356013397109289,0.7678571343421936,0.7166666388511658
73,0.8357142806053162,1.249999968422344e-05,0.694902241230011,0.893203854560852,0.7666666507720947,0.7388888597488403,0.983227550983429,0.7356013397109289,0.7678571343421936,0.7166666388511658
74,0.8357142806053162,1.249999968422344e-05,0.7121276259422302,0.881147563457489,0.7678571343421936,0.7388888597488403,0.9845468401908875,0.7356013397109289,0.7647058963775635,0.7222222089767456
